ID;Title;Price;Postage;Sell_Date;Location;Condition;Product_Type;Product_Line;Brand;Screen_Size;Screen_Resolution;Storage_Type;Storage_Capacity;Model;Operating_System;Operating_System_Edition;RAM_Memory;Processor;Processor_Speed;Seller;Seller_Notes;URL
1473;"Lenovo ThinkPad X1 Yoga (2nd Gen) - 14"" - Core i7 7600U - 16 GB - 256 GB- 4G";649.00;;28-Apr 00:09;Rainham, United Kingdom;Used;Convertible 2-in-1 Laptop/Tablet;;Lenovo;14 in;2560 x 1440;SSD (Solid State Drive);;Lenovo ThinkPad X1 Yoga;Windows 10;;16 GB;Intel Core i7 7th Gen.;2.80 GHz;zinistechltd;EXCELLENT condition 9 Months LENOVO warranty original Charger;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-X1-Yoga-2nd-Gen-14-034-Core-i7-7600U-16-GB-256-GB-4G-/383439495483?hash=item5946c6613b%3Ag%3AvTkAAOSwGIZeVqHH&nma=true&si=f1K3N4QMHN4yn4JD21ILPyOHdnU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1474;"Lenovo Thinkpad W540 15.6"" Laptop i7-4700MQ 16GB (HDD / Caddy / 2x Keys Missing)";164.99;12.00;28-Apr 00:09;Leeds, West Yorkshire, United Kingdom;Used;Notebook/Laptop;;Lenovo;15.6 in;;;;Lenovo ThinkPad W540;Not Included;;;;;computersinleeds;Condition: - Okay condition - marks, scratches, sticker marks. 2 x Keys are missing from the keyboard. Crack in LCD bezel (see pics)- Screen is in good condition - may have tiny marks from day to day use.Specification: - See the title and images for specification.Testing: - Powers to BIOS fine with no errors or passwords. Fans run fine.- The battery holds charge but is not tested for the full duration. Batteries are consumable items.Operating System: - Not installed.What's Included: - Laptop Only.What's Not Included: - Hard drive / caddy / 2 x keys- Power adaptor / Other accessories / Cables / Software / Drivers etc.;https://www.ebay.co.uk/itm/Lenovo-Thinkpad-W540-15-6-034-Laptop-i7-4700MQ-16GB-HDD-Caddy-2x-Keys-Missing-/114202558935?hash=item1a9700c1d7%3Ag%3AmTgAAOSwbd5epsye&nma=true&si=g2SFNtVXI6BAfWwtOUPvT54GOM8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1475;"Lenovo IdeaPad 330-15ICH Laptop 15.6"" FHD, i7-8750H, 12GB RAM, SSD+HDD, GTX 1050";679.95;29.95;28-Apr 00:09;Liverpool, United Kingdom;New;Gaming Laptop;;Lenovo;15.6 in;1920 x 1080;HDD + SSD;;Lenovo Ideapad 330;Windows 10;Home;12 GB;Intel Core i7 8th Gen.;4.10 GHz;the-tech-saver;;https://www.ebay.co.uk/itm/Lenovo-IdeaPad-330-15ICH-Laptop-15-6-034-FHD-i7-8750H-12GB-RAM-SSD-HDD-GTX-1050-/333581332048?epid=6025551254&hash=item4daaff2e50%3Ag%3AMsYAAOSwUI5ehj%7EC&nma=true&si=4DSGVmH%252FuauygiQNNuPoVBEX%252Fmc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1476;"HP Envy 15.6"" Intel i7-4702MQ Quad 16GB 2.20GHz 4 Core Gaming Laptop";280.00;20.00;28-Apr 00:09;Jēkabpils, Zemgale, Latvia;Used;Notebook/Laptop;;HP;15.6 in;;HDD (Hard Disk Drive);;HP Envy 15;Windows 7 Ultimate;Home;16 GB;Intel Core i7 4th Gen.;2.20 GHz;kalvansbrothers;Used, but still in good working condition with a few scratches. Comes without charger!;https://www.ebay.co.uk/itm/HP-Envy-15-6-034-Intel-i7-4702MQ-Quad-16GB-2-20GHz-4-Core-Gaming-Laptop-/223990921457?hash=item3426e638f1%3Ag%3AbsoAAOSwf05ePrjH&nma=true&si=r2651PxRIKKjru7Eftcfp1pcZ6g%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1477;"HP ZBook 14u G6, Intel Core i7 8565U, 16GB, 512GB SSD, 14"" Touchscreen Laptop";999.99;9.99;28-Apr 00:09;Derbyshire, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;14in;;SSD;;;Windows 10;;;Intel Core i7 8565U;;tabretail;Refurbished item. Fully working. Any signs of use will be very minor. Item may not be in the original retail box. However we do back these up with a 1 year warranty!;https://www.ebay.co.uk/itm/HP-ZBook-14u-G6-Intel-Core-i7-8565U-16GB-512GB-SSD-14-034-Touchscreen-Laptop-/174237619261?hash=item28915f143d%3Ag%3AlFUAAOSwRq5ehJD2&nma=true&si=YolOhLFIC5eD7WbtUAskstWbOnA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1478;"HP EliteBook 830 G5 i7 - 8650U 16GB 512GB Touch 13"" 3 Years Warranty Win 10";799.99;31.28;28-Apr 00:09;London, United Kingdom;Opened - never used;Ultrabook;;HP;13 inch;;SSD (Solid State Drive);;HP 830 G5;Windows 10;Professional;16 GB;Intel Core i7 8th Gen;1.90 GHz;aj.electronics2015;UK model , UK layout keyboard, Touch Screen;https://www.ebay.co.uk/itm/HP-EliteBook-830-G5-i7-8650U-16GB-512GB-Touch-13-034-3-Years-Warranty-Win-10-/223460355888?hash=item3407466f30%3Ag%3Ay-IAAOSw4QdbmG5k&nma=true&si=dejXftBNN78TtZevixeif8hJXhw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1479;"Dell Alienware 17 R5 Laptop 17.3"", i7-8750H, 16GB RAM, NVIDIA GTX1070, Dual SSD";1399.95;29.95;02-May 09:13;Liverpool, United Kingdom;Opened - never used;Notebook/Laptop;;Alienware;17.3 in;1920 x 1080;SSD + SSD;;Alienware 17;Windows 10;;16 GB;Intel Core i7-8750H 6-Cores;4.10 GHz;the-tech-saver;Excellent condition and in its original Alienware box with a number of big upgrades !;https://www.ebay.co.uk/itm/Dell-Alienware-17-R5-Laptop-17-3-034-i7-8750H-16GB-RAM-NVIDIA-GTX1070-Dual-SSD-/333583868551?hash=item4dab25e287%3Ag%3ASZQAAOSwDlZepCgZ&nma=true&si=aHsFs2DVs4KX%252BiP%252FhUroKSrnVEM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1480;Dell XPS 15 9570 i7 16GB 512GB UHD 4K Touch GTX 1050 Ti - Refurbished;1150.00;;30-Apr 14:26;Nottingham, United Kingdom;Used;Notebook/Laptop;XPS;Dell;15.6'';3840 x 2160;SSD (Solid State Drive);;Dell XPS 15 9570;Windows 10 Pro;Home;16 GB;Intel Core i7 8th Gen;2.20GHz - 4.10GHz;bbazaz;Purchased as Manufacturer Refurbished directly from Dell. Excellent condition, hardly used. No scratches to the screen or body. *Soft fleece lined sleeve case included*. Warranty: Premium Support • Expires 05 AUG 2020. As this was bought refurbished, it did not come with the same box as a new unit, it will be shipped with a Dell padded shipping box;https://www.ebay.co.uk/itm/Dell-XPS-15-9570-i7-16GB-512GB-UHD-4K-Touch-GTX-1050-Ti-Refurbished-/124135394195?hash=item1ce70bcb93%3Ag%3ALJ8AAOSwNANege80&nma=true&si=yjJ06fjeNWIEv%252Bhk18Q9iRr2WDY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1481;HP EliteBook x360 1030 G3 Core I7 8650u 16GB  256Gb 13.3 FHD New Not Boxed;700.00;;28-Apr 00:09;Witham, United Kingdom;Opened - never used;Ultrabook;;HP;13.3 in;;SSD (Solid State Drive);256GB;HP EliteBook x360 1030 G3;Windows 10;;8 GB;Intel Core i7 8th Gen.;;edcoste;;https://www.ebay.co.uk/itm/HP-EliteBook-x360-1030-G3-Core-I7-8650u-16GB-256Gb-13-3-FHD-New-Not-Boxed-/124162911896?hash=item1ce8afae98%3Ag%3ADX8AAOSw7WxeoGrt&nma=true&si=Qg1YYEirIkAe1ECFJgF6feErezM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1482;Dell XPS 13 9360 Intel Core i7-7500u 512gb SSD 16gb RAM Laptop;650.00;;28-Apr 00:09;West Hampstead, United Kingdom;Used;Ultrabook;;Dell;13 in;;SSD (Solid State Drive);;Dell XPS 13 9360;Windows 10;;8 GB;Intel Core i5 7th Gen.;;fresh_co;;https://www.ebay.co.uk/itm/Dell-XPS-13-9360-Intel-Core-i7-7500u-512gb-SSD-16gb-RAM-Laptop-/223968989535?hash=item342597915f%3Ag%3A36kAAOSw0Xheit9A&nma=true&si=BHqeuO8%252FQ9rErZs%252BObJHJ8a89hM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1483;HP ZBook 15u G5, Intel Core i7 8550U, 16GB, 512GB SSD, 15.6 in Display Laptop;999.99;9.99;28-Apr 00:09;Derbyshire, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;15.6 in;;SSD;;;Windows 10;;;Intel Core i7 8550U;;tabretail;Refurbished item. Tested and fully working. Any signs of use will be very minor. Packaging may be tatty or none original. However we do back this up with 1 year warranty!;https://www.ebay.co.uk/itm/HP-ZBook-15u-G5-Intel-Core-i7-8550U-16GB-512GB-SSD-15-6-in-Display-Laptop-/193219357483?hash=item2cfcc56b2b%3Ag%3AhVQAAOSwUCFd1mHm&nma=true&si=hykBx7HNvUTnqTfP3fJ2p%252FgbSsU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1484;"Razer Blade 14"" i7-6700HQ GeForce GTX 1060 16Gb";300.00;21.81;28-Apr 00:09;Bourton-on-the-Water, United Kingdom;For parts or not working;Gaming Laptop;;Razer;14 in;;SSD (Solid State Drive);;Razer Blade;;;;i7-6700HQ;3.5Ghz;kimchi4ever;The laptop boots, but there is nothing on screen and nothing through the display port. I did connect with it over SSH. Assumption is either a fault in the graphics card or the logic board.;https://www.ebay.co.uk/itm/Razer-Blade-14-034-i7-6700HQ-GeForce-GTX-1060-16Gb-/293554556342?hash=item4459370db6%3Ag%3AjfEAAOSwISRekcDv&nma=true&si=7wDvoMrNHTDIMgyatA%252Bi4BLMGyk%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1485;Dell XPS 15 7590 Core i7 9750H -16GB DDR4 500GB SSD 4GB GTX1650  4K OLED JRW6Y2;1395.00;35.00;28-Apr 00:09;BRIGHOUSE, West Yorkshire, United Kingdom;Seller refurbished;Notebook/Laptop;XPS;Dell;"15.6"" 4K OLED NON TOUCH";;SSD (Solid State Drive);;Dell XPS 15 7590;Windows 10;Professional;16 GB;Intel Core i7 9th Gen.;2.60 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark.;https://www.ebay.co.uk/itm/Dell-XPS-15-7590-Core-i7-9750H-16GB-DDR4-500GB-SSD-4GB-GTX1650-4K-OLED-JRW6Y2-/143576126577?hash=item216dcdd471%3Ag%3AwXwAAOSwVwtbavl9&nma=true&si=uz3ogheaGZKEY%252F9Yl2Am4LGJbso%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1486;Dell Latitude E7240, core i7 2.1GHz, 16Gb RAM / 256Gb SSD, HD touchscreen;220.00;20.31;28-Apr 00:09;St Leonards on Sea, United Kingdom;Used;Notebook/Laptop;;Dell;;1920 x 1080;SSD (Solid State Drive);;Dell Latitude E7240;;;16 GB;Intel Core i7 Extreme 4th Gen.;2.10 GHz;womblesenior;"Great overall condition with a ""skin"" cover on the top cover, slight damage to underside cooling cover and small crack on one battery foot.";https://www.ebay.co.uk/itm/Dell-Latitude-E7240-core-i7-2-1GHz-16Gb-RAM-256Gb-SSD-HD-touchscreen-/264712604100?hash=item3da219c9c4%3Ag%3AQpwAAOSwOfFepfoy&nma=true&si=yzaYsjY6zC1SiJ3NXAihIGsJBJk%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1487;Dell latitude E7250 CORE i7 2.6GHz, 16GB RAM, 256GB SSD, HD touchscreen;260.00;21.06;28-Apr 00:09;St Leonards on Sea, United Kingdom;Used;Notebook/Laptop;;Dell;12.5 in;;SSD (Solid State Drive);256 GB;Dell Latitude E7250;Windows 10;;16 GB;Intel Core i7 5th Gen.;2.6 GHz;womblesenior;Overall good condition but has a crack on the right of the keyboard bezel;https://www.ebay.co.uk/itm/Dell-latitude-E7250-CORE-i7-2-6GHz-16GB-RAM-256GB-SSD-HD-touchscreen-/264712624259?hash=item3da21a1883%3Ag%3AAREAAOSwov5epgTb&nma=true&si=Gy78IQvHLtUWNEjv2f%252BKrXN28tc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1488;"MSI Stealth Thin GS65, Core i7 8750H, 16GB, 256GB SSD, GTX 1070, 15.6"" Laptop";1099.99;9.99;28-Apr 00:09;Derbyshire, United Kingdom;Manufacturer refurbished;Notebook/Laptop;;MSI;15.6in;;SSD;;;Windows 10;;;Intel Core i7 8750H;;tabretail;Manufacturer Refurbished item. Tested and fully working. Any signs of use will be very minor. Packaging will be tatty or none original. However these do come with a 1 year MSI warranty!;https://www.ebay.co.uk/itm/MSI-Stealth-Thin-GS65-Core-i7-8750H-16GB-256GB-SSD-GTX-1070-15-6-034-Laptop-/184255941437?epid=16034191991&hash=item2ae6828b3d%3Ag%3ABosAAOSw2oVemIBU&nma=true&si=9Gf0LP66ALjsS8KVWUi%252F2Zn2wuU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1489;Dell Gaming Laptop I7-7700HQ, Geforce GTX 1060 6GB, 16GB RAM, 256GB SSD, 1TB HDD;650.00;;28-Apr 00:09;Bilston, Wolverhampton, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;3840 x 2160;HDD + SSD;;Dell Inspiron 15 7577;Windows 10;;16 GB;Intel Core i7 7th Gen.;2.80 GHz;charlrobert_8;;https://www.ebay.co.uk/itm/Dell-Gaming-Laptop-I7-7700HQ-Geforce-GTX-1060-6GB-16GB-RAM-256GB-SSD-1TB-HDD-/274348553644?hash=item3fe072b5ac%3Ag%3AfEIAAOSw4A9epe5T&nma=true&si=V3pcGyj1zmM6QXqXHVQy%252BntuZJ4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1490;Razer Blade Pro  2019 Intel Core i7-9750H,16GB,512GB SSD,RTX 2060 144Hz Gaming;1699.99;48.41;28-Apr 00:09;Burnley, United Kingdom;Seller refurbished;Notebook/Laptop;;Razer;17.3 in;1920 x 1080;SSD (Solid State Drive);;Razer Blade Pro;Windows 10;;16 GB;Intel Core i7 9th Gen.;2.60 GHz;softpriced;Fully tested working, overall excellent condition Retail boxed with a charger. Please see the item description and our terms of business before placing a bid.;https://www.ebay.co.uk/itm/Razer-Blade-Pro-2019-Intel-Core-i7-9750H-16GB-512GB-SSD-RTX-2060-144Hz-Gaming-/383517590801?epid=21032604887&hash=item594b6e0511%3Ag%3A%7Ej0AAOSwzrZehxbr&nma=true&si=Zv38vEYuTyiokoX7gHP%252FW2mDsWw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1491;"Microsoft Surface Pro 6 12.3"" (512GB, Intel Core i7 8th Gen., 16GB) Convertible…";999.00;;28-Apr 00:09;Kingston, United Kingdom;Used;Convertible 2-in-1 Laptop/Tablet;;Microsoft;12.3 in;;SSD (Solid State Drive);;Microsoft Surface Pro 6;Windows 10;;16 GB;Intel Core i7 8th Gen.;;09juiced09;;https://www.ebay.co.uk/itm/Microsoft-Surface-Pro-6-12-3-034-512GB-Intel-Core-i7-8th-Gen-16GB-Convertible-/303552242797?hash=item46ad1fa46d%3Ag%3AGE0AAOSwFLRepuxa&nma=true&si=KXO%252BbYHVYhPJXzAVnUzc87D3uz0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1493;Dell XPS 13,3” 9380 i7 16gb RAM, 4K, Touch Screen with Bluetooth Mouse HP.;840.00;;28-Apr 00:09;Dartford, United Kingdom;Used;Ultrabook;;Dell;13.3 in;;SSD (Solid State Drive);;Dell XPS 13 9380;Windows 10;;;Intel Core i7 8th Gen.;;rawojt-5;;https://www.ebay.co.uk/itm/Dell-XPS-13-3-9380-i7-16gb-RAM-4K-Touch-Screen-with-Bluetooth-Mouse-HP-/333584018293?hash=item4dab282b75%3Ag%3AHIMAAOSw6v1enB26&nma=true&si=Y4i5yA5usY1DwJiobquCKEoZsbg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1494;"Razer Blade Steath 13 13.3"" ( 512 GB, Intel Core i7-8565U, 1.80 GHz,16 GB, 4K...";825.00;;28-Apr 00:09;London, United Kingdom;Used;Notebook/Laptop;;Razer;13.3 in;3840 x 2160;SSD (Solid State Drive);;Razer Blade Stealth;Windows 10;;16 GB;Intel Core i7 8th Gen.;1.80 GHz;od1235;;https://www.ebay.co.uk/itm/Razer-Blade-Steath-13-13-3-034-512-GB-Intel-Core-i7-8565U-1-80-GHz-16-GB-4K-/143589108246?epid=24030049602&hash=item216e93ea16%3Ag%3AUeEAAOSwC4ZepBjx&nma=true&si=NZQGz1D4wMkqQjGnwU6KsrukNsE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1495;ALIENWARE M15 R2 9TH I7-9750H 16GB 500GB SSD 6GB RTX2060 UHD 144HZ 22Z8Q13;1500.00;35.00;30-Apr 14:26;BRIGHOUSE, United Kingdom;Manufacturer refurbished;Notebook/Laptop;ALIENWARE;Dell;"15.6"" OLED UHD (3840 x 2160) 6 0Hz, 1ms, 400-nits,";3840 x 2160;SSD (Solid State Drive);;Alienware 15;Windows 10;HOME;16 GB;Intel Core i7 9th Gen.;2.60 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark.;https://www.ebay.co.uk/itm/ALIENWARE-M15-R2-9TH-I7-9750H-16GB-500GB-SSD-6GB-RTX2060-UHD-144HZ-22Z8Q13-/143591393620?hash=item216eb6c954%3Ag%3A-mYAAOSwCf5eXkv4&nma=true&si=c3nUAhmjPR2tN8ulgiZrJo%252BhswA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1496;DELL Precision 5540 i7-9850H FHD 16GB RAM 256GB PCIe NVIDIA T1000 Windows 10 Pro;1749.95;29.99;30-Apr 14:26;Petersfield, United Kingdom;New;Notebook/Laptop;;Dell;15.6 in;;SSD (Solid State Drive);;Dell Precision 5540;Windows 10 Pro;;;i7-9850H;2.60 GHz;astringoltd;;https://www.ebay.co.uk/itm/DELL-Precision-5540-i7-9850H-FHD-16GB-RAM-256GB-PCIe-NVIDIA-T1000-Windows-10-Pro/401772389877?hash=item5d8b8025f5:g:u1MAAOSwI0tc5nai
1497;Qubes Laptop - Lenovo Thinkpad X220 i7 2.7 GHz, 16GB RAM , 500GB HDD , Coreboot;120.00;;30-Apr 14:26;Hyde, United Kingdom;Seller refurbished;Laptop;Thinkpad;Lenovo;"12.5""";;HDD (Hard Disk Drive);;Lenovo ThinkPad X220;Qubes;Not Applicable;16 GB;Intel Core i7 3rd Gen.;2.70GHz;rielectronic-0;;https://www.ebay.co.uk/itm/Qubes-Laptop-Lenovo-Thinkpad-X220-i7-2-7-GHz-16GB-RAM-500GB-HDD-Coreboot-/254581351297?hash=item3b463b2381%3Ag%3ADCAAAOSw9jdepvV1&nma=true&si=djj0i9XRhzbiyWfV5uXZyMSulqM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1498;"Razer Blade Stealth 13"" 512GB 16GB Boxed i7-7500U 4k Touchscreen";664.99;;30-Apr 14:26;Hounslow, United Kingdom;Used;;;Razer;13 in;;;;Razer Blade Stealth;;;16 GB;;;kkjewels-0;Very good condition.;https://www.ebay.co.uk/itm/Razer-Blade-Stealth-13-034-512GB-16GB-Boxed-i7-7500U-4k-Touchscreen-/174265177669?hash=item2893039645%3Ag%3AxUEAAOSwvNpenkEg&nma=true&si=9brP1AsHnUrOGfXDngjY8MTtr0E%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1499;HP OMEN - i7 6700HQ/512GB/16GB/GTX 1060 6GB/w110na - 62947/400;698.99;29.69;30-Apr 14:26;Rotherham, United Kingdom;Used;Gaming Laptop;;HP;17.3 in;1920 x 1080;SSD (Solid State Drive);;HP Omen;Windows 10;;16 GB;Intel Core i7 6th Gen.;2.60 GHz;loljack4;This gaming laptop is in excellent condition with little to no signs of wear.;https://www.ebay.co.uk/itm/HP-OMEN-i7-6700HQ-512GB-16GB-GTX-1060-6GB-w110na-62947-400-/184264437060?hash=item2ae7042d44%3Ag%3Ac8IAAOSw8%7E5eoW4x&nma=true&si=bkitgBTuvb2zuHm%252FPg2m4SZJIdg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1500;Dell XPS 13-9360 Touchscreen 13.3 512GB SSD Intel Core i7 8th Gen,16GB RAM;750.00;;30-Apr 14:26;Norwich, United Kingdom;Used;Notebook/Laptop;;Dell;13.3 in;;SSD (Solid State Drive);;Dell XPS 13 9365;Windows 10;Home;16 GB;Intel Core i7 8th Gen.;4.00 GHz;gobo868;As new, one very small mark on left hand side on bottom;https://www.ebay.co.uk/itm/Dell-XPS-13-9360-Touchscreen-13-3-512GB-SSD-Intel-Core-i7-8th-Gen-16GB-RAM-/324148213174?epid=28031189227&hash=item4b78bd35b6%3Ag%3Auy0AAOSw-i9epv8d&nma=true&si=gog3qoZrFkuCCGZn1AfWA7uvyZw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1501;"Dell Latitude 7300 13.3"" (512GB SSD, Intel Core i7-8665U 8th Gen, 16GB)";700.00;;02-May 09:13;Walsall, United Kingdom;Opened - never used;Notebook/Laptop;;Dell;13.3 in;;SSD (Solid State Drive);;;Windows 10;;16 GB;Intel Core i7 8th Gen.;1.90 GHz;cingh187uk;;https://www.ebay.co.uk/itm/Dell-Latitude-7300-13-3-034-512GB-SSD-Intel-Core-i7-8665U-8th-Gen-16GB-/174267143925?epid=17037431363&hash=item28932196f5%3Ag%3A%7EG4AAOSwngJeTmCf&nma=true&si=DcQLBtTCT2UBCF5NhmEkdT6pB4Q%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1502;Asus ROG GL752V Grey Metal 17.3 FHD i7-6700HQ 16GB NVIDIA 960m 2gb;600.00;;30-Apr 14:26;Bromley, United Kingdom;Used;Gaming Laptop;;ASUS;17.3 in;1920 x 1080;HDD + SSD;;Asus Rog Laptop GL752V;Windows 10;;16 GB;Intel Core i7 6th Gen.;2.60 GHz;bartek_99;;https://www.ebay.co.uk/itm/Asus-ROG-GL752V-Grey-Metal-17-3-FHD-i7-6700HQ-16GB-NVIDIA-960m-2gb-/164175299403?hash=item26399c434b%3Ag%3A6LwAAOSwdnhepGdO&nma=true&si=yUYVmSD%252BAIO9MjF52AFgtjOl%252FCg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1503;Dell Precision M4700 Fast i7 3840QM 500GB  16GB FHD Nvidia 15.6” Win 10 Laptop;349.99;23.00;30-Apr 14:26;Stoke-On-Trent, Staffordshire, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;15.6 in;1920 x 1080;HDD (Hard Disk Drive);;Dell Precision M4700;Windows 10;Professional;16 GB;Intel Core i7 3rd Gen;2.80 GHz;klmgpurchasing;;https://www.ebay.co.uk/itm/Dell-Precision-M4700-Fast-i7-3840QM-500GB-16GB-FHD-Nvidia-15-6-Win-10-Laptop-/174263793352?hash=item2892ee76c8%3Ag%3A-40AAOSw5B9epvVl&nma=true&si=RuYmf4jy6BBetbbNcKmiEgyPBPU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1504;Surface Pro 7 - i7 - 16GB RAM - 256GB SSD - Black model;1099.00;37.17;30-Apr 14:26;Dorchester, Dorset, United Kingdom;Used;;;Intel;;;;;;;;16 GB;;;mashababa;This surface pro is 3 months old, I bought it on a whim but haven't used it like I thought I would.The surface is boxed in as new condition with a black type cover and the original PSU.;https://www.ebay.co.uk/itm/Surface-Pro-7-i7-16GB-RAM-256GB-SSD-Black-model-/333582859431?hash=item4dab167ca7%3Ag%3AsB4AAOSw3dReoo%7EI&nma=true&si=dvJn2pdjhO%252F8izWokqvQ8FuPWr8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1505;Lenovo Gaming Laptop Ideapad 500 intel i7 6th Gen 2TB HDD 16GB RAM ;299.00;21.91;30-Apr 14:26;Bognor Regis, United Kingdom;Used;Gaming Laptop;;Lenovo;15.6 in;1920 x 1080;HDD (Hard Disk Drive);;NT80;Windows 10 Pro;;16 GB;Intel Core i7 6th Gen.;2.50 GHz;colinflood;;https://www.ebay.co.uk/itm/Lenovo-Gaming-Laptop-Ideapad-500-intel-i7-6th-Gen-2TB-HDD-16GB-RAM-/184271605966?hash=item2ae77190ce%3Ag%3AL7cAAOSwHNheqMnC&nma=true&si=4f0wJs0V%252FbhSsp1PPWZ8NQXycb0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1506;"MSI GT75 Titan Core i7-8750H 16GB 512GB SSD+2TB 17.3""FHD GTX1070";1950.00;;30-Apr 14:26;London, United Kingdom;Used;Notebook/Laptop;GT75 Titan Series;MSI;17.3 in;;HDD + SSD;;GT75 8RF-042AU;Windows 10;Home;16 GB;Intel Core i7 8th Gen.;2.20 GHz turbo to 4.1GHz;cobretti-40;;https://www.ebay.co.uk/itm/MSI-GT75-Titan-Core-i7-8750H-16GB-512GB-SSD-2TB-17-3-034-FHD-GTX1070-/303548068379?hash=item46acdff21b%3Ag%3AaS8AAOSw4CRdcn-s&nma=true&si=0ni1bBLzD%252B2aex%252F4%252BYzAIsaFn3g%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1507;Microsoft Surface Book 2 Core i7-8650U 16GB 256GB SSD 15 Inch GeForce HNS-00003;1600.00;46.54;30-Apr 14:26;SWANLEY, United Kingdom;New;Convertible 2-in-1 Laptop/Tablet;;Microsoft;15 in;;SSD (Solid State Drive);;Microsoft Surface Book 2;;;16 GB;Intel Core i7 8th Gen.;;surprise_surprise;;https://www.ebay.co.uk/itm/Microsoft-Surface-Book-2-Core-i7-8650U-16GB-256GB-SSD-15-Inch-GeForce-HNS-00003-/133396409777?epid=15020652711&hash=item1f0f0badb1%3Ag%3AgaMAAOSwrj9eSlPk&nma=true&si=85tE8H24em%252FT1n8pSIoGSRzV9jQ%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1508;Dell Latitude E7450  i7-5600U @ 2.60Ghz, 256GB SSD, 16GB DDR3, FullHD Touch;350.00;23.38;30-Apr 14:26;Gloucester, Gloucestershire, United Kingdom;Used;Notebook/Laptop;;Dell;14 in;1920 x 1080;SSD (Solid State Drive);;Dell Latitude E7450;Windows 10;;16 GB;Intel Core i7 5th Gen.;2.60 GHz;glosit.ltd;Used with some signs of wear and tear. Please see the photos for more details;https://www.ebay.co.uk/itm/Dell-Latitude-E7450-i7-5600U-2-60Ghz-256GB-SSD-16GB-DDR3-FullHD-Touch-/223990309467?hash=item3426dce25b%3Ag%3A274AAOSwxzhepd7L&nma=true&si=4PBpxT33ErLYQVvG8XkeLDBD1jU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
